id,order_id,product_id,quantity,price_at_time_of_order,discount_amount,discount_reason
358,52,45,1,5.49,0,
359,52,39,1,13.28,0,
360,53,316,1,5.94,0,
361,53,318,2,2.84,0,
362,53,317,3,16.61,0,
363,53,315,4,58.5,0,
364,53,314,2,6.71,0,
365,53,319,1,7.16,0,
366,53,320,1,42.03,0,
367,53,310,1,67.59,0,
368,53,312,1,32.05,0,
369,54,286,1,14.75,0,
370,54,271,2,22.66,0,
371,54,278,1,9.18,0,
372,54,280,1,64.26,0,
373,56,27,2,22.69,0,
374,56,35,1,48.02,0,
375,56,17,1,8.66,0,
376,56,26,1,7.33,0,
377,57,203,1,43.33,0,
378,57,205,1,97.65,0,
379,58,215,2,38.3,0,
380,58,218,1,27.15,0,
381,58,225,1,44.89,0,
382,58,219,1,37.09,0,
383,58,217,1,48.11,0,
384,58,221,1,509.35,0,
385,58,216,1,4.37,0,
386,59,298,3,48.81,0,
387,59,292,4,1.34,0,
388,59,305,1,2.57,0,
389,59,297,1,4.87,0,
390,59,301,2,16.2,0,
391,59,300,1,21.03,0,
392,59,289,1,4.61,0,
393,59,302,1,11.81,0,
394,59,291,1,26.06,0,
395,59,296,1,38.35,0,
396,60,107,1,60.48,0,
397,60,103,1,68.33,0,
398,60,108,2,17.53,0,
399,60,102,1,2.68,0,
400,60,98,1,17.33,0,
401,61,36,1,4.12,0,
402,61,43,1,3.11,0,
403,62,9,2,24.51,0,
404,62,3,1,6.15,0,
405,62,10,5,22.26,0,
406,62,1,2,8.15,0,
407,62,12,3,23.1,0,
408,62,11,2,54.75,0,
409,62,2,1,19.25,0,
410,63,9,1,24.51,0,
411,63,2,1,19.25,0,
412,63,1,1,8.15,0,
413,63,12,2,23.1,0,
414,63,11,1,54.75,0,
415,63,3,2,6.15,0,
416,64,191,5,4.05,0,
417,64,184,3,8.91,0,
418,64,183,2,20.97,0,
419,64,190,1,29.17,0,
420,64,185,3,38.01,0,
421,64,178,1,19.58,0,
422,64,199,1,35.04,0,
423,64,176,3,25.65,0,
424,64,180,2,208.66,0,
425,64,188,3,40.18,0,
426,64,194,1,11.78,0,
427,64,197,1,76.69,0,
428,64,193,2,4.61,0,
429,64,179,2,38.73,0,
430,64,195,1,20.21,0,
431,64,187,1,6.2,0,
432,64,186,1,32.85,0,
433,64,192,1,3.4,0,
434,65,67,7,39.01,0,
435,65,65,3,32.75,0,
436,65,66,2,5.95,0,
437,65,58,1,12.34,0,
438,65,63,4,49.28,0,
439,65,68,1,33.16,0,
440,65,59,1,29.86,0,
441,65,71,1,31.17,0,
442,66,320,1,42.03,0,
443,66,316,1,5.94,0,
444,66,311,1,40.83,0,
445,67,298,2,48.81,0,
446,67,300,1,21.03,0,
447,67,292,1,1.34,0,
448,67,290,1,42.19,0,
449,67,304,1,9.66,0,
450,67,294,1,173.39,0,
451,68,9,1,24.51,0,
452,68,11,1,54.75,0,
453,68,7,1,8.55,0,
454,68,12,1,23.1,0,
455,68,6,1,57.85,0,
456,68,4,1,34.85,0,
457,69,255,1,54.47,0,
458,69,246,2,7.13,0,
459,69,249,1,7.81,0,
460,69,247,1,135.17,0,
461,69,254,1,1.6,0,
462,70,47,1,6.65,0,
463,70,48,1,13.92,0,
464,70,55,1,16.76,0,
465,70,57,1,161.76,0,
466,71,141,1,93.26,0,
467,71,135,3,27.22,0,
468,71,151,1,23.2,0,
469,72,69,2,2.34,0,
470,72,66,1,5.95,0,
471,72,65,1,32.75,0,
472,72,71,2,31.17,0,
473,72,60,1,28.79,0,
474,72,63,1,49.28,0,
475,72,68,1,33.16,0,
476,73,37,1,81.08,0,
477,73,40,1,41.83,0,
478,73,43,1,3.11,0,
479,74,172,1,3.46,0,
480,74,164,1,12.09,0,
481,74,174,1,18.98,0,
482,74,161,1,24.48,0,
483,75,229,2,5.2,0,
484,75,239,1,5.76,0,
485,75,231,1,21.9,0,
486,75,238,1,10.48,0,
487,75,243,1,68.63,0,
488,75,244,1,38.81,0,
489,75,232,2,20.24,0,
490,75,230,1,76.34,0,
491,75,227,1,36.62,0,
492,76,153,3,30.47,0,
493,76,158,1,159.71,0,
494,76,168,1,9.78,0,
495,76,155,1,63.13,0,
496,76,166,1,38.36,0,
497,76,156,1,2.46,0,
498,76,173,1,19.35,0,
499,77,271,1,22.66,0,
500,78,238,1,10.48,0,
501,78,227,2,36.62,0,
502,78,232,4,20.24,0,
503,78,245,3,2.58,0,
504,78,239,2,5.76,0,
505,78,237,2,11.68,0,
506,78,233,1,38.41,0,
507,78,228,2,37.63,0,
508,78,236,2,24.84,0,
509,78,231,1,21.9,0,
510,78,241,3,44.22,0,
511,78,229,1,5.2,0,
512,79,256,1,37.21,0,
513,79,265,1,58.55,0,
514,79,261,1,141.95,0,
515,79,263,1,36.7,0,
516,79,262,1,23.48,0,
517,80,55,1,16.76,0,
518,80,52,1,8.07,0,
519,80,50,1,11.97,0,
520,80,57,1,161.76,0,
521,81,99,4,41.3,0,
522,81,104,4,4.27,0,
523,81,107,3,60.48,0,
524,81,108,2,17.53,0,
525,81,102,2,2.68,0,
526,81,106,1,10.76,0,
527,81,103,1,68.33,0,
528,81,98,1,17.33,0,
529,81,101,2,6.44,0,
530,82,14,1,3.31,0,
531,83,282,1,34.25,0,
532,83,284,1,28.14,0,
533,83,269,1,9.77,0,
534,83,272,1,43.6,0,
535,83,285,1,830.2,0,
536,83,267,1,120.89,0,
537,83,277,1,11.72,0,
538,84,145,2,22.1,0,
539,84,141,1,93.26,0,
540,84,146,1,21.94,0,
541,84,135,1,27.22,0,
542,84,147,1,77.04,0,
543,85,230,1,76.34,0,
544,85,229,1,5.2,0,
545,85,233,2,38.41,0,
546,85,232,2,20.24,0,
547,85,244,1,38.81,0,
548,85,227,2,36.62,0,
549,85,237,2,11.68,0,
550,85,231,2,21.9,0,
551,85,245,2,2.58,0,
552,85,241,2,44.22,0,
553,85,236,1,24.84,0,
554,85,238,1,10.48,0,
555,85,239,1,5.76,0,
556,85,235,1,32.63,0,
557,85,228,1,37.63,0,
558,85,243,1,68.63,0,
559,86,217,3,48.11,0,
560,86,226,1,43.07,0,
561,86,220,4,21.95,0,
562,86,215,1,38.3,0,
563,86,218,2,27.15,0,
564,86,225,3,44.89,0,
565,86,224,2,10.75,0,
566,86,223,1,15.38,0,
567,87,145,2,22.1,0,
568,87,141,1,93.26,0,
569,87,151,2,23.2,0,
570,87,146,1,21.94,0,
571,87,139,1,26.63,0,
572,87,144,2,18.94,0,
573,87,135,1,27.22,0,
574,87,137,3,7.05,0,
575,87,147,1,77.04,0,
576,87,136,1,7.65,0,
577,88,312,1,32.05,0,
578,88,320,1,42.03,0,
579,88,318,1,2.84,0,
580,88,307,1,152.11,0,
581,88,319,1,7.16,0,
582,89,277,2,11.72,0,
583,89,286,1,14.75,0,
584,89,267,1,120.89,0,
585,89,271,2,22.66,0,
586,89,284,1,28.14,0,
587,89,268,1,7.32,0,
588,89,278,1,9.18,0,
589,89,283,1,98.43,0,
590,89,288,1,5.84,0,
591,90,22,2,29.45,0,
592,90,17,1,8.66,0,
593,90,23,1,19.91,0,
594,90,28,1,20.25,0,
595,90,16,1,55.99,0,
596,90,20,1,43.04,0,
597,90,35,1,48.02,0,
598,90,31,1,173.71,0,
599,90,25,1,15.69,0,
600,92,240,1,592.81,0,
601,92,239,1,5.76,0,
602,93,155,1,63.13,0,
603,93,165,1,50.52,0,
604,93,166,1,38.36,0,
605,93,172,1,3.46,0,
606,93,170,1,41.81,0,
607,93,168,1,9.78,0,
608,94,146,2,21.94,0,
609,94,143,1,78.49,0,
610,94,141,1,93.26,0,
611,94,151,1,23.2,0,
612,94,148,2,4.03,0,
613,94,138,1,12.38,0,
614,94,147,1,77.04,0,
615,94,136,1,7.65,0,
616,94,145,1,22.1,0,
617,94,150,1,62.67,0,
618,96,198,1,2.77,0,
619,96,184,1,8.91,0,
620,96,195,1,20.21,0,
621,96,179,1,38.73,0,
622,96,181,1,1.13,0,
623,96,197,1,76.69,0,
624,97,215,2,38.3,0,
625,97,226,1,43.07,0,
626,97,217,2,48.11,0,
627,97,216,3,4.37,0,
628,97,218,1,27.15,0,
629,97,222,1,38.32,0,
630,97,224,1,10.75,0,
631,97,219,1,37.09,0,
632,98,77,1,31.64,0,
633,98,72,1,32.45,0,
634,98,73,1,24.25,0,
635,100,35,2,48.02,0,
636,100,20,1,43.04,0,
637,100,34,1,21.44,0,
638,100,30,2,6.67,0,
639,100,14,2,3.31,0,
640,100,23,1,19.91,0,
641,100,16,3,55.99,0,
642,100,19,3,16.48,0,
643,100,26,1,7.33,0,
644,100,18,2,3.11,0,
645,100,28,1,20.25,0,
646,100,25,2,15.69,0,
647,100,17,1,8.66,0,
648,100,29,1,10.99,0,
649,100,33,1,15.31,0,
650,100,22,1,29.45,0,
651,101,131,1,17.36,0,
652,101,123,1,5.72,0,
653,101,130,1,5.72,0,
654,101,119,1,23.33,0,
655,101,124,2,3.42,0,
656,101,113,1,60.89,0,
657,101,125,1,61.84,0,
658,101,126,1,28.16,0,
659,101,127,1,5.42,0,
660,101,133,2,10.13,0,
661,101,129,1,4.89,0,
662,101,112,1,25.39,0,
663,101,117,1,112.8,0,
664,102,203,2,43.33,0,
665,102,213,3,8.01,0,
666,102,210,4,29.52,0,
667,102,201,2,64.5,0,
668,102,206,2,3.96,0,
669,102,212,1,47.45,0,
670,102,208,1,45.43,0,
671,102,211,1,33.57,0,
672,102,209,2,41.42,0,
673,102,202,2,34.33,0,
674,103,76,1,22.05,0,
675,103,86,2,15.46,0,
676,103,83,1,5.55,0,
677,103,75,1,37.78,0,
678,103,81,1,15.78,0,
679,103,85,2,51.42,0,
680,104,146,3,21.94,0,
681,104,147,2,77.04,0,
682,104,141,2,93.26,0,
683,104,145,1,22.1,0,
684,104,139,3,26.63,0,
685,104,148,3,4.03,0,
686,104,143,1,78.49,0,
687,104,151,3,23.2,0,
688,104,149,2,31.59,0,
689,104,142,2,76.4,0,
690,104,140,2,40.85,0,
691,104,144,2,18.94,0,
692,104,150,1,62.67,0,
693,104,137,2,7.05,0,
694,104,138,2,12.38,0,
695,104,135,1,27.22,0,
696,105,106,1,10.76,0,
697,105,102,2,2.68,0,
698,105,107,1,60.48,0,
699,105,100,2,49.45,0,
700,105,105,1,49.54,0,
701,105,101,1,6.44,0,
702,105,99,1,41.3,0,
703,106,137,1,7.05,0,
704,106,145,1,22.1,0,
705,106,143,1,78.49,0,
706,106,135,2,27.22,0,
707,106,150,1,62.67,0,
708,106,146,2,21.94,0,
709,106,149,1,31.59,0,
710,106,139,2,26.63,0,
711,106,138,1,12.38,0,
712,106,140,1,40.85,0,
713,106,144,1,18.94,0,
714,108,120,2,27.64,0,
715,108,131,1,17.36,0,
716,108,112,1,25.39,0,
717,108,128,1,581.3,0,
718,109,33,1,15.31,0,
719,109,30,3,6.67,0,
720,109,15,1,4.12,0,
721,109,35,1,48.02,0,
722,109,21,1,204.95,0,
723,109,34,2,21.44,0,
724,109,32,1,51.36,0,
725,109,23,1,19.91,0,
726,109,22,2,29.45,0,
727,109,14,1,3.31,0,
728,109,29,1,10.99,0,
729,111,278,1,9.18,0,
730,111,281,1,775.73,0,
731,111,267,1,120.89,0,
732,111,288,1,5.84,0,
733,111,286,1,14.75,0,
734,111,284,2,28.14,0,
735,111,287,1,29.54,0,
736,111,271,1,22.66,0,
737,112,266,2,57.77,0,
738,112,259,2,2.59,0,
739,112,261,1,141.95,0,
740,112,258,1,37.73,0,
741,112,265,1,58.55,0,
742,112,260,1,5.37,0,
743,113,309,2,46.37,0,
744,113,310,1,67.59,0,
745,113,311,2,40.83,0,
746,113,318,1,2.84,0,
747,113,307,1,152.11,0,
748,113,320,1,42.03,0,
749,113,315,1,58.5,0,
750,114,22,1,29.45,0,
751,114,16,1,55.99,0,
752,114,18,1,3.11,0,
753,114,27,1,22.69,0,
754,114,26,1,7.33,0,
755,115,52,1,8.07,0,
756,115,46,1,94.42,0,
757,115,56,1,69.26,0,
758,115,50,1,11.97,0,
759,116,244,2,38.81,0,
760,116,230,1,76.34,0,
761,116,239,1,5.76,0,
762,116,238,1,10.48,0,
763,116,228,1,37.63,0,
764,116,232,1,20.24,0,
765,117,251,1,1.39,0,
766,117,246,1,7.13,0,
767,117,247,1,135.17,0,
768,117,254,1,1.6,0,
769,118,71,2,31.17,0,
770,118,58,1,12.34,0,
771,118,69,2,2.34,0,
772,118,70,2,51.76,0,
773,119,123,2,5.72,0,
774,119,113,1,60.89,0,
775,119,112,1,25.39,0,
776,119,126,1,28.16,0,
777,119,117,1,112.8,0,
778,120,264,2,22.57,0,
779,120,260,2,5.37,0,
780,120,262,1,23.48,0,
781,120,256,2,37.21,0,
782,120,261,1,141.95,0,
783,120,266,1,57.77,0,
784,120,257,3,3.92,0,
785,120,259,1,2.59,0,
786,121,186,1,32.85,0,
787,121,188,1,40.18,0,
788,121,195,1,20.21,0,
789,121,189,1,7.75,0,
790,121,177,1,23.44,0,
791,121,178,1,19.58,0,
792,122,41,1,20.97,0,
793,122,37,1,81.08,0,
794,122,43,1,3.11,0,
795,122,40,1,41.83,0,
796,122,44,1,56.79,0,
797,123,72,1,32.45,0,
798,123,76,3,22.05,0,
799,123,73,1,24.25,0,
800,123,74,1,29.09,0,
801,123,83,1,5.55,0,
802,123,79,1,20.73,0,
803,125,257,1,3.92,0,
804,125,261,2,141.95,0,
805,125,258,1,37.73,0,
806,126,33,1,15.31,0,
807,126,19,1,16.48,0,
808,126,22,1,29.45,0,
809,127,39,2,13.28,0,
810,128,236,1,24.84,0,
811,128,245,2,2.58,0,
812,128,238,1,10.48,0,
813,128,242,2,175.29,0,
814,128,232,1,20.24,0,
815,128,241,1,44.22,0,
816,129,182,1,7.3,0,
817,129,179,1,38.73,0,
818,129,180,1,208.66,0,
819,129,186,2,32.85,0,
820,129,181,1,1.13,0,
821,130,8,2,118.57,0,
822,131,225,2,44.89,0,
823,131,224,2,10.75,0,
824,131,218,1,27.15,0,
825,131,217,1,48.11,0,
826,131,219,1,37.09,0,
827,132,101,2,6.44,0,
828,132,106,3,10.76,0,
829,132,104,3,4.27,0,
830,132,102,2,2.68,0,
831,132,103,2,68.33,0,
832,132,98,1,17.33,0,
833,132,108,1,17.53,0,
834,132,109,1,18.63,0,
835,132,100,1,49.45,0,
836,133,63,1,49.28,0,
837,133,59,2,29.86,0,
838,133,64,1,24.36,0,
839,133,62,1,30.29,0,
840,133,60,1,28.79,0,
841,133,70,1,51.76,0,
842,134,319,2,7.16,0,
843,134,310,1,67.59,0,
844,134,316,2,5.94,0,
845,134,320,1,42.03,0,
846,134,311,2,40.83,0,
847,134,315,1,58.5,0,
848,134,312,1,32.05,0,
849,135,277,1,11.72,0,
850,135,287,1,29.54,0,
851,135,276,1,22.94,0,
852,135,274,1,83.33,0,
853,135,284,1,28.14,0,
854,135,270,1,32.01,0,
855,135,286,1,14.75,0,
856,135,268,2,7.32,0,
857,135,272,1,43.6,0,
858,135,280,1,64.26,0,
859,135,288,1,5.84,0,
860,136,261,1,141.95,0,
861,136,259,2,2.59,0,
862,136,264,2,22.57,0,
863,136,265,2,58.55,0,
864,136,256,1,37.21,0,
865,136,262,1,23.48,0,
866,137,215,1,38.3,0,
867,137,216,1,4.37,0,
868,137,219,1,37.09,0,
869,138,123,1,5.72,0,
870,138,124,1,3.42,0,
871,138,120,1,27.64,0,
872,139,208,1,45.43,0,
873,139,204,1,6.98,0,
874,140,177,2,23.44,0,
875,140,181,2,1.13,0,
876,140,178,1,19.58,0,
877,140,194,1,11.78,0,
878,140,197,1,76.69,0,
879,140,182,2,7.3,0,
880,140,185,2,38.01,0,
881,140,187,2,6.2,0,
882,140,184,1,8.91,0,
883,140,195,1,20.21,0,
884,140,186,1,32.85,0,
885,140,183,2,20.97,0,
886,140,190,1,29.17,0,
887,140,198,2,2.77,0,
888,140,199,1,35.04,0,
889,140,193,1,4.61,0,
890,140,180,1,208.66,0,
891,141,250,1,38.37,0,
892,141,251,1,1.39,0,
893,141,247,1,135.17,0,
894,142,168,1,9.78,0,
895,142,173,1,19.35,0,
896,142,160,1,14.05,0,
897,142,153,1,30.47,0,
898,143,93,2,73.48,0,
899,143,90,2,20.37,0,
900,143,94,1,39.95,0,
901,143,95,1,36.65,0,
902,144,78,1,45.84,0,
903,144,75,1,37.78,0,
904,144,73,2,24.25,0,
905,144,77,2,31.64,0,
906,144,76,1,22.05,0,
907,144,79,1,20.73,0,
908,145,204,1,6.98,0,
909,145,209,2,41.42,0,
910,145,207,1,16.95,0,
911,145,202,1,34.33,0,
912,145,201,1,64.5,0,
913,146,289,3,4.61,0,
914,146,297,1,4.87,0,
915,146,304,3,9.66,0,
916,146,302,1,11.81,0,
917,146,301,1,16.2,0,
918,146,293,1,2.68,0,
919,146,292,1,1.34,0,
920,146,290,1,42.19,0,
921,147,109,4,18.63,0,
922,147,108,2,17.53,0,
923,147,105,1,49.54,0,
924,147,103,1,68.33,0,
925,147,101,5,6.44,0,
926,147,100,4,49.45,0,
927,147,102,1,2.68,0,
928,147,99,2,41.3,0,
